"origin","station_id","name","top_destination","state","status"
"4601","16929","Dubauliya Bazar (uttar Pradesh)","0","","0"
"4602","4266","Dubna","0","","0"
"4603","4740","Dubrajpur(west Bengal)","0","","0"
"4604","8602","Duddukuru","0","","0"
"4605","5777","Duddukuru (Prakasham District)","0","","0"
"4606","19096","Dudgaon","0","","0"
"4607","7930","Dudh Talai(Madhya Pradesh)","0","","0"
"4608","1273","Dudhai","0","","0"
"4609","18749","Dudhai (Gujarat)","0","","0"
"4610","21992","Dudhai (Uttar Pradesh)","0","","0"
"4611","15456","Dudhala","0","","0"
"4612","7509","Dudhala","0","","0"
"4613","15862","Dudhala (Gir)","0","","0"
"4614","10382","Dudhala (Una)","0","","0"
"4615","12471","Dudhala 2","0","","0"
"4616","10451","Dudhani","0","","0"
"4617","9124","Dudhere","0","","0"
"4618","8998","Dudhi","0","","0"
"4619","6142","Dudhi (Madhya Pradesh)","0","","0"
"4620","21817","Dudhia  (Madhya Pradesh)","0","","0"
"4621","12869","Dudhinagar ","0","","0"
"4622","12258","Dudhivadar (Patiyu)","0","","0"
"4623","4995","Dudhnoi","0","","0"
"4624","7213","Dudhnoi","0","","0"
"4625","4937","Dudhpur","0","","0"
"4626","12626","Dudhrej","0","","0"
"4627","15933","Dudhva","0","","0"
"4628","12373","Dudhwa (uttar Pradesh)","0","","0"
"4629","2981","Dudu","0","","0"
"4630","9777","Dug","0","","0"
"4631","12735","Dugadda","0","","0"
"4632","8207","Dugaon","0","","0"
"4633","9998","Dugda","0","","0"
"4634","5440","Duggirala","0","","0"
"4635","2212","Dugla","0","","0"
"4636","10752","Dugni","0","","0"
"4637","13072","Dui","0","","0"
"4638","15331","Dujana, Rajasthan","0","","0"
"4639","16156","Dujod (Rajasthan)","0","","0"
"4640","2199","Dulana","0","","0"
"4641","12767","Duldula(chhattisgarh)","0","","0"
"4642","10417","Dulhara","0","","0"
"4643","6575","Dulhin","0","","0"
"4644","10577","Duliagaon","0","","0"
"4645","4429","Duliajan","0","","0"
"4646","10563","Duliajan Oil Town","0","","0"
"4647","11513","Duliyana","0","","0"
"4648","8929","Dullabcherra","0","","0"
"4649","1247","Dulot Ahir","0","","0"
"4650","13060","Dulwa, Madhya Pradesh","0","","0"
"4651","2736","Duma","0","","0"
"4652","14847","Dumacem","0","","0"
"4653","2857","Dumaria","0","","0"
"4654","9984","Dumiyani","0","","0"
"4655","7885","Dumka","0","","0"
"4656","14220","Dumka, Gujarat","0","","0"
"4657","4889","Dummy Baleswar","0","","0"
"4658","9249","Dumporijo","0","","0"
"4659","8657","Dumra","0","","0"
"4660","15542","Dumra (Mp)","0","","0"
"4661","3305","Dumraon","0","","0"
"4662","239","Dumri","0","","0"
"4663","16930","Dumriya Deeh (uttar Pradesh)","0","","0"
"4664","9476","Dunawa(madhya pradesh)","0","","0"
"4665","27","Dunderwas","0","","0"
"4666","16218","Dundlod (Rajasthan)","0","","0"
"4667","3190","Dungar","0","","0"
"4668","5348","Dungargarh","0","","0"
"4669","2080","Dungarli","0","","0"
"4670","7610","Dungarpur","0","","0"
"4671","225","Dungla","0","","0"
"4672","12682","Dungrana","0","","0"
"4673","13620","Dungri","0","","0"
"4674","21819","Dunguripali (Orissa)","0","","0"
"4675","2176","Duni","0","","0"
"4676","17197","Duraha (madhya Pradesh)","0","","0"
"4677","7907","Duraundha","0","","0"
"4678","8878","Durg","0","","0"
"4679","16610","Durgachak","0","","0"
"4680","8529","Durgapur","0","","0"
"4681","2864","Durgapur (gujarat)","0","","0"
"4682","21734","Durgapura  (Madhya Pradesh)","0","","0"
"4683","11976","Durgatola","0","","0"
"4684","5017","Durgawati","0","","0"
"4685","2117","Durgi","0","","0"
"4686","2186","Duria","0","","0"
"4687","17478","Duriyur","0","","0"
"4688","16931","Durjanpur (uttar Pradesh)","0","","0"
"4689","6590","Durjanpura","0","","0"
"4690","12376","Dusarbid","0","","0"
"4691","15938","Dusrabid","0","","0"
"4692","3197","Duttalur","0","","0"
"4693","7458","Duttapara","0","","0"
"4694","12356","Duttnagar","0","","0"
"4695","5726","Duvva","0","","0"
"4696","2751","Duvvuru","0","","0"
"4697","8459","Dwarahat","0","","0"
"4698","15775","Dwarahat (Uttarakhand)","0","","0"
"4699","3963","Dwaraka Tirumala","0","","0"
"4700","3400","Dwarapudi","0","","0"
"4701","6071","Dwarikapur","0","","0"
"4702","5824","Dwarka","0","","0"
"4703","4686","Eachur","0","","0"
"4704","12962","Eamankulam (Tirunelveli)","0","","0"
"4705","9785","East Lungdar","0","","0"
"4706","8984","East Singhbhum","0","","0"
"4707","2119","East vipparru","0","","0"
"4708","15840","Eatvaya","0","","0"
"4709","8784","Echoor","0","","0"
"4710","6234","Edacheri","0","","0"
"4711","15434","Edakkad","0","","0"
"4712","13889","Edalabad","0","","0"
"4713","9837","Edambadal (Tamil Nadu)","0","","0"
"4714","590","Edamon","0","","0"
"4715","16821","Edamuttam (kerala)","0","","0"
"4716","5606","Edappadi","0","","0"
"4717","2497","Edappal","0","","0"
"4718","4248","Edappally","0","","0"
"4719","9036","Edarikode","0","","0"
"4720","21577","Edhira (Telangana)","0","","0"
"4721","8480","Edlapadu","0","","0"
"4722","5232","Edneer Mutt","0","","0"
"4723","15438","Edoor","0","","0"
"4724","7267","Edugurallapalli","0","","0"
"4725","3945","Edur","0","","0"
"4726","7294","Edurulanka","0","","0"
"4727","8664","Edwa","0","","0"
"4728","16654","Eegalapenta (telangana)","0","","0"
"4729","9302","Eepuru","0","","0"
"4730","2748","Egra","0","","0"
"4731","21497","Eguvaramapuram (Andhra Pradesh)","0","","0"
"4732","12241","Ekalara","0","","0"
"4733","15650","Ekalara (madhya pradesh)","0","","0"
"4734","3438","Ekangarsarai","0","","0"
"4735","4636","Ekarukhi","0","","0"
"4736","22336","Eklara","0","","0"
"4737","22377","Eklera","0","","0"
"4738","13685","Eklera","0","","0"
"4739","9351","Eklera","0","","0"
"4740","57","Eklingji","0","","0"
"4741","6304","Ekma","0","","0"
"4742","16932","Ekona (uttar Pradesh)","0","","0"
"4743","13797","Elachipalayam","0","","0"
"4744","13166","Elana, Rajasthan","0","","0"
"4745","12196","Elankulam (Tirunelveli)","0","","0"
"4746","1113","Elanthangudi","0","","0"
"4747","9822","Elappara(kerala)","0","","0"
"4748","475","Elayankudi","0","","0"
"4749","21503","Elaye (Maharashtra)","0","","0"
"4750","22423","Elchuru","0","","0"
"4751","1091","Eletipadu","0","","0"
"4752","21536","Elkathurthy (Telangana)","0","","0"
"4753","6097","Ellamanchili","0","","0"
"4754","6783","Ellenabad","0","","0"
"4755","16249","Ellenabad (Haryana)","0","","0"
"4756","4178","Ellora","0","","0"
"4757","7248","Elora","0","","0"
"4758","1404","Elurpatti","0","","0"
"4759","9035","Eluru","0","","0"
"4760","576","Eluru Bypass","0","","0"
"4761","4899","Elurupadu","0","","0"
"4762","799","Emani","0","","0"
"4763","12218","Emmiganur(Bellary)","0","","0"
"4764","21470","Enathu (Kerala)","0","","0"
"4765","5634","Enayetpur","0","","0"
"4766","22440","Endroyi","0","","0"
"4767","7611","Engaon","0","","0"
"4768","3419","Engapuzha","0","","0"
"4769","8688","Enikapadu","0","","0"
"4770","7736","Enkoor(telangana)","0","","0"
"4771","10250","Eppodumvenran","0","","0"
"4772","16868","Eragudi (tamil Nadu)","0","","0"
"4773","856","Eral","0","","0"
"4774","1435","Eramalloor","0","","0"
"4775","453","Erandol","0","","0"
"4776","13793","Erasakkanayackanur","0","","0"
"4777","21659","Erattayar (Kerala)","0","","0"
"4778","120","Erattupetta","0","","0"
"4779","15307","Eravanchery, Tamil Nadu","0","","0"
"4780","10546","Erayumanthurai (Kanyakumari)","0","","0"
"4781","9818","Erichanatham","0","","0"
"4782","16869","Erichi (tamil Nadu)","0","","0"
"4783","1605","Ernakulam","0","","0"
"4784","5465","Ernakulam By-pass","0","","0"
"4785","6822","Erode","0","","0"
"4786","2271","Erode Byepass","0","","0"
"4787","8615","ErodeBypass(chithode)","0","","0"
"4788","8446","Eroor","0","","0"
"4789","17412","Erra Pothavaram (andhra Pradesh)","0","","0"
"4790","12369","Errabore","0","","0"
"4791","8318","Erraguntapalli","0","","0"
"4792","16678","Erravalli Cross Road (telangana)","0","","0"
"4793","6215","Erravaram","0","","0"
"4794","11951","Ersama","0","","0"
"4795","3465","Erumalai","0","","0"
"4796","906","Erumapatty Road","0","","0"
"4797","6597","Erumeli","0","","0"
"4798","12432","Erumely North","0","","0"
"4799","8996","Eruvadi (Tirunelveli)","0","","0"
"4800","9630","Ervadi (Ramnad)","0","","0"
"4801","4562","Esagarh","0","","0"
"4802","1363","Esanatham","0","","0"
"4803","764","Essar (gujarat)","0","","0"
"4804","8475","Essel World(Mumbai)","0","","0"
"4805","838","Etah","0","","0"
"4806","9613","Etapalli","0","","0"
"4807","7334","Etawah","0","","0"
"4808","7475","Etcherla","0","","0"
"4809","15414","Etcherla (Andhra Pradesh)","0","","0"
"4810","1724","Ethakota","0","","0"
"4811","9520","Etmadpur","0","","0"
"4812","5758","Ettayapuram","0","","0"
"4813","1321","Ettimadai","0","","0"
"4814","4537","Ettumanoor","0","","0"
"4815","18807","Etukur","0","","0"
"4816","22169","Etukuru","0","","0"
"4817","1186","Eturnagaram","0","","0"
"4818","13347","Etwa","0","","0"
"4819","16619","Evurivaripalem","0","","0"
"4820","5063","Examba","0","","0"
"4821","10989","Fachariya","0","","0"
"4822","10175","Fagane","0","","0"
"4823","15817","Fagas","0","","0"
"4824","12264","Fagu","0","","0"
"4825","12442","Faidani","0","","0"
"4826","6828","Faizabad","0","","0"
"4827","4574","Faizpur","0","","0"
"4828","11613","Fakharpur","0","","0"
"4829","4267","Falakata","0","","0"
"4830","1434","Falkewadi(mahad)","0","","0"
"4831","6128","Falla","0","","0"
"4832","1775","Falna","0","","0"
"4833","516","Falta","0","","0"
"4834","4027","Farakka","0","","0"
"4835","10830","Farangipete (karnataka)","0","","0"
"4836","13578","Fardapur","0","","0"
"4837","21521","Fardkhedi  (Madhya Pradesh)","0","","0"
"4838","974","Faridabad","0","","0"
"4839","7106","Faridkot","0","","0"
"4840","9418","Faridpur","0","","0"
"4841","21601","Fariha (Uttar Pradesh)","0","","0"
"4842","6662","Farkiya","0","","0"
"4843","21658","Farnakhedi  (Madhya Pradesh)","0","","0"
"4844","5023","Farrukh Nagar","0","","0"
"4845","8541","Farrukhabad","0","","0"
"4846","10033","Fartabad","0","","0"
"4847","17663","FATA, MALSHIRAS, SOLAPUR","0","","0"
"4848","21600","Fategarh (Uttar Pradesh)","0","","0"
"4849","16328","Fateh Garh (Rajasthan)","0","","0"
"4850","1950","Fatehabad","0","","0"
"4851","7566","Fatehgarh","0","","0"
"4852","10596","Fatehgarh","0","","0"
"4853","21843","Fatehgarh (Punjab)","0","","0"
"4854","11413","Fatehgarh Churian","0","","0"
"4855","21432","Fatehgarh Sahib (punjab)","0","","0"
"4856","8598","Fatehnagar","0","","0"
"4857","9370","Fatehpur","0","","0"
"4858","15952","Fatehpur (gujarat)","0","","0"
"4859","8789","Fatehpur Rajputan","0","","0"
"4860","2575","Fatehpur Sikri","0","","0"
"4861","8621","Fatehpur Sikri 1 day Package","0","","0"
"4862","2301","Fatehpur(Rajasthan)","0","","0"
"4863","7352","Fatehpur,bihar","0","","0"
"4864","415","FATEPURA","0","","0"
"4865","9969","Fatepura","0","","0"
"4866","21767","Fathenagar (Telangana)","0","","0"
"4867","9746","Fathiabad","0","","0"
"4868","14813","Fatorpa","0","","0"
"4869","8463","Fatsar","0","","0"
"4870","10501","Fattepur","0","","0"
"4871","10554","Fatwah (bihar)","0","","0"
"4872","9419","Fauji Ambawade","0","","0"
"4873","22048","Fazalganj (Uttar Pradesh)","0","","0"
"4874","4875","Fazilka","0","","0"
"4875","10578","Fazilnagar","0","","0"
"4876","10934","Fedara","0","","0"
"4877","7355","Fedra","0","","0"
"4878","13356","Fefana","0","","0"
"4879","9525","Fekamari","0","","0"
"4880","21759","Feroke (Kerala)","0","","0"
"4881","12232","Ferokh","0","","0"
"4882","6866","Ferozepur","0","","0"
"4883","7841","Ferozepur Jhirka","0","","0"
"4884","6867","Ferozpur Bangar","0","","0"
"4885","9804","Ferrargunj","0","","0"
"4886","9789","Fifad (Gujarat)","0","","0"
"4887","9150","Finga Para","0","","0"
"4888","13535","Fingeshwar","0","","0"
"4889","7097","Firojpur","0","","0"
"4890","5560","Firojpur (Haryana)","0","","0"
"4891","1040","Firozabad","0","","0"
"4892","4417","Forbesganj","0","","0"
"4893","5555","Fort Songadh","0","","0"
"4894","2479","Frisal","0","","0"
"4895","912","Fulertal","0","","0"
"4896","16998","Fuljar (gujarat)","0","","0"
"4897","3389","Fullidumar","0","","0"
"4898","22187","Fulmal","0","","0"
"4899","1691","Fulra (gujarat)","0","","0"
"4900","7054","Fulsar","0","","0"
"4901","13077","Fundari, Chhattisgarh","0","","0"
"4902","19224","Fursatganj (uttar Pradesh)","0","","0"
"4903","1311","Furus ","0","","0"
"4904","8241","Futishanko","0","","0"
"4905","15685","Futiya Khera","0","","0"
"4906","10002","G. Udayagiri (Odisha)","0","","0"
"4907","4806","Gabbur","0","","0"
"4908","15785","Gabhoi","0","","0"
"4909","10262","Gabipur","0","","0"
"4910","12780","Gachhipura","0","","0"
"4911","3016","Gadad(gujarat)","0","","0"
"4912","6228","Gadag","0","","0"
"4913","16613","Gadag Betageri","0","","0"
"4914","15357","Gadana, Rajasthan","0","","0"
"4915","10512","Gadarpur","0","","0"
"4916","8110","Gadarwara","0","","0"
"4917","12004","Gadasarai","0","","0"
"4918","5588","Gadchandur","0","","0"
"4919","3227","Gadchiroli","0","","0"
"4920","2615","Gaddanakeri cross","0","","0"
"4921","15360","Gadepan, Rajasthan","0","","0"
"4922","10423","Gadga","0","","0"
"4923","10721","Gadh(gujarat)","0","","0"
"4924","2945","Gadhada","0","","0"
"4925","12742","Gadhakada (Gujarat)","0","","0"
"4926","11445","Gadhali","0","","0"
"4927","13020","Gadhi, Maharashtra","0","","0"
"4928","2616","Gadhinglaj","0","","0"
"4929","8930","Gadhshisha","0","","0"
"4930","11921","Gadhula","0","","0"
"4931","15974","Gadi","0","","0"
"4932","13159","Gadi, Madhya Pradesh","0","","0"
"4933","3757","Gadikal(Kuppahalli)","0","","0"
"4934","9938","Gadivemula","0","","0"
"4935","10465","Gadodar","0","","0"
"4936","7815","Gadoj","0","","0"
"4937","8948","Gadra Road","0","","0"
"4938","1631","Gadu","0","","0"
"4939","5942","Gaduli","0","","0"
"4940","12726","Gadutar","0","","0"
"4941","10531","Gadwal","0","","0"
"4942","9141","Gagal","0","","0"
"4943","1626","Gaganbavada","0","","0"
"4944","10570","Gaghal Heri","0","","0"
"4945","10513","Gagodar","0","","0"
"4946","13353","Gagra","0","","0"
"4947","5804","Gagret","0","","0"
"4948","11261","Gagriya","0","","0"
"4949","13365","Gahri","0","","0"
"4950","16933","Gaighat (uttar Pradesh)","0","","0"
"4951","1772","Gaighata","0","","0"
"4952","8972","Gailasar","0","","0"
"4953","10267","Gaimukh","0","","0"
"4954","11664","Gainsari","0","","0"
"4955","5839","Gair Sain","0","","0"
"4956","3581","Gairatganj","0","","0"
"4957","1374","Gaisabad","0","","0"
"4958","3308","Gaisilat","0","","0"
"4959","9401","Gaja","0","","0"
"4960","10738","Gajanur","0","","0"
"4961","7055","Gajapathinagaram","0","","0"
"4962","18756","Gajapathinagaram (Andhra Pradesh)","0","","0"
"4963","1440","Gajendragarh","0","","0"
"4964","172","Gajjaram","0","","0"
"4965","11502","Gajner","0","","0"
"4966","10259","Gajnur","0","","0"
"4967","176","Gajol","0","","0"
"4968","9892","Gajraula (uttar pradesh)","0","","0"
"4969","16752","Gajraula (uttarakhand)","0","","0"
"4970","1878","Gajsinghpur","0","","0"
"4971","7403","Gajsinghpura","0","","0"
"4972","7074","Gajulapally","0","","0"
"4973","6929","Gajuwaka","0","","0"
"4974","12712","Gajwar","0","","0"
"4975","8811","Gakulnagar","0","","0"
"4976","10907","Gal Kotadi (Gujarat)","0","","0"
"4977","15602","Gala","0","","0"
"4978","21859","Galag (Karnataka)","0","","0"
"4979","7025","Galagali","0","","0"
"4980","12660","Galath","0","","0"
"4981","946","Galiakot","0","","0"
"4982","3057","Galian","0","","0"
"4983","7669","Galimukha","0","","0"
"4984","2733","Galiveedu","0","","0"
"4985","17683","Galla","0","","0"
"4986","21416","Galleri(orissa)","0","","0"
"4987","4010","Galmewadi","0","","0"
"4988","1134","Galodar","0","","0"
"4989","11764","Galodiya","0","","0"
"4990","328","Galsi(west Bengal)","0","","0"
"4991","10194","Galthar","0","","0"
"4992","10743","Gama Pipaliya","0","","0"
"4993","11138","Gambhoi","0","","0"
"4994","8421","Gamharia","0","","0"
"4995","12422","Gamharia (Bihar)","0","","0"
"4996","2231","Gampalagudem","0","","0"
"4997","1486","Ganagapur","0","","0"
"4998","5406","Ganai","0","","0"
"4999","5621","Ganapavaram","0","","0"
"5000","355","Ganaur","0","","0"
"5001","1886","Gandai","0","","0"
"5002","3893","Gandarvakkottai","0","","0"
"5003","9669","Gandasi","0","","0"
"5004","5568","Gandavaram","0","","0"
"5005","6106","Gandepalli","0","","0"
"5006","6723","Gander","0","","0"
"5007","2979","Ganderbal","0","","0"
"5008","13634","Gandevi","0","","0"
"5009","2125","Gandharvakottai","0","","0"
"5010","10292","Gandhav","0","","0"
"5011","13563","Gandhav Goliya","0","","0"
"5012","9987","Gandhi Bari","0","","0"
"5013","21814","Gandhi Puram (Tamil Nadu)","0","","0"
"5014","22442","Gandhi Sagar","0","","0"
"5015","19097","Gandhi Sagar Dam","0","","0"
"5016","6876","Gandhia","0","","0"
"5017","6648","Gandhidham","0","","0"
"5018","17343","Gandhigramam (tamil Nadu)","0","","0"
"5019","9189","Gandhinagar","0","","0"
"5020","4028","Gandhinagar(karnataka)","0","","0"
"5021","15913","Gandhinagar(Kolhapur)","0","","0"
"5022","12537","Gandhinagar(Kolhapur)","0","","0"
"5023","5863","Gandhisagar","0","","0"
"5024","17198","Gandhwani (madhya Pradesh)","0","","0"
"5025","1241","Gandi","0","","0"
"5026","5809","Gandia","0","","0"
"5027","4680","Gandipalem","0","","0"
"5028","19028","Gandkheri","0","","0"
"5029","7052","Gandlapenta","0","","0"
"5030","22186","Gandrai","0","","0"
"5031","11395","Ganeri","0","","0"
"5032","19225","Ganesh Ganj(uttar Pradesh)","0","","0"
"5033","10145","Ganesh Gule","0","","0"
"5034","17660","Ganesh Khind (ratnagiri)","0","","0"
"5035","16185","Ganeshganj (Rajasthan)","0","","0"
"5036","11085","Ganeshgudi","0","","0"
"5037","18938","Ganesunipalli","0","","0"
"5038","22153","Gangada","0","","0"
"5039","7679","Gangada","0","","0"
"5040","6368","Gangadhara Nellore","0","","0"
"5041","1717","Gangadharchak","0","","0"
"5042","15789","Gangadi","0","","0"
"5043","22415","Gangaganj","0","","0"
"5044","21567","Gangaikondan (Tamil Nadu)","0","","0"
"5045","4022","Gangakhed","0","","0"
"5046","11571","Gangamasla","0","","0"
"5047","12532","Gangana","0","","0"
"5048","10077","Gangana Palem","0","","0"
"5049","7715","Gangapur","0","","0"
"5050","5520","Gangapur (odisha)","0","","0"
"5051","10468","Gangapur City","0","","0"
"5052","6386","Gangapur(maharashtra)","0","","0"
"5053","5301","Gangapur(Rajasthan)","0","","0"
"5054","3417","Gangar Talai(rajasthan)","0","","0"
"5055","13803","Gangaram","0","","0"
"5056","22107","Gangaram","0","","0"
"5057","1759","Gangaram Chouraha","0","","0"
"5058","7290","Gangarampur","0","","0"
"5059","14608","Gangardi, Gujarat","0","","0"
"5060","21706","Gangasagar (West Bengal)","0","","0"
"5061","2933","Gangavalli","0","","0"
"5062","2396","Gangavaram","0","","0"
"5063","13084","Gangavaram, East Godavari","0","","0"
"5064","7018","Gangavathi","0","","0"
"5065","7459","Gangda","0","","0"
"5066","17199","Gangeo (madhya Pradesh)","0","","0"
"5067","1791","Gangeruwa (madhya Pradesh)","0","","0"
"5068","10216","Ganglasan","0","","0"
"5069","12425","Gangoh","0","","0"
"5070","8795","Gangolihat","0","","0"
"5071","8087","Gangotri","0","","0"
"5072","5817","Gangpura","0","","0"
"5073","2357","Gangrar","0","","0"
"5074","2214","Gangtok","0","","0"
"5075","3586","Ganguvada","0","","0"
"5076","22030","Gangva (Gujarat)","0","","0"
"5077","15340","Gangwara, Rajasthan","0","","0"
"5078","2993","Ganiar","0","","0"
"5079","1638","Ganiyari","0","","0"
"5080","8645","Ganjimutt","0","","0"
"5081","1272","Gannavaram","0","","0"
"5082","9497","Ganoda","0","","0"
"5083","19164","Ganoda(rajasthan)","0","","0"
"5084","3695","Ganoh","0","","0"
"5085","3533","Ganpatipule","0","","0"
"5086","9097","Ganpatipule Package","0","","0"
"5087","1603","Ganpt-Pkg","0","","0"
"5088","10446","Ganpur","0","","0"
"5089","2534","Gantalkatte","0","","0"
"5090","6694","Gantyada","0","","0"
"5091","10372","Gaon Gurha","0","","0"
"5092","11558","Gaonkhadi","0","","0"
"5093","3101","Gaontale Bus Stop","0","","0"
"5094","4335","Gara","0","","0"
"5095","6070","Garabandha","0","","0"
"5096","5689","Garagaparru","0","","0"
"5097","7414","Garage","0","","0"
"5098","12625","Garaj (aurangabad)","0","","0"
"5099","7808","Garakupi","0","","0"
"5100","10908","Garal","0","","0"
"5101","6626","Garalewadi","0","","0"
"5102","16999","Garamali Moti (gujarat)","0","","0"
"5103","15624","Garani","0","","0"
"5104","21729","Garautha  (Uttar Pradesh)","0","","0"
"5105","4644","Garbada,gujarat","0","","0"
"5106","8730","Garbeta","0","","0"
"5107","13125","Gardhiwala, Punjab","0","","0"
"5108","6555","Garend","0","","0"
"5109","5302","Gargoti","0","","0"
"5110","13170","Garh, Uttar Pradesh","0","","0"
"5111","4495","Garhakota","0","","0"
"5112","6300","Garhani","0","","0"
"5113","11532","Garhdiwala","0","","0"
"5114","11709","Garhi","0","","0"
"5115","6683","Garhi","0","","0"
"5116","15928","Garhi (Rajasthan)","0","","0"
"5117","17555","Garhi Bolni","0","","0"
"5118","7992","Garhi Harsaru","0","","0"
"5119","9575","Garhjamula","0","","0"
"5120","8317","Garhmukteshwar","0","","0"
"5121","5916","Garhshankar","0","","0"
"5122","6294","Garhwa","0","","0"
"5123","6927","Gariaband","0","","0"
"5124","2293","Gariadhar","0","","0"
"5125","3763","Garividi","0","","0"
"5126","6493","Garkha","0","","0"
"5127","2709","Garladinne","0","","0"
"5128","4386","Garli","0","","0"
"5129","12412","Garmali","0","","0"
"5130","22099","Garmur (assam)","0","","0"
"5131","22000","Garnala (Haryana)","0","","0"
"5132","16269","Garnawad (Rajasthan)","0","","0"
"5133","16146","Garnia (Rajasthan)","0","","0"
"5134","16188","GARNIYA","0","","0"
"5135","821","Garobadha","0","","0"
"5136","15461","Garoda","0","","0"
"5137","6147","Garoth","0","","0"
"5138","9740","Garthikere","0","","0"
"5139","4634","Garugubilli","0","","0"
"5140","1852","Garur","0","","0"
"5141","18786","Garwa Road","0","","0"
"5142","19044","Gasedi","0","","0"
"5143","1705","Gati (East Godavari)","0","","0"
"5144","12710","Gauchar (uttarakhand)","0","","0"
"5145","13661","Gaur(Nepal)","0","","0"
"5146","13116","Gaura","0","","0"
"5147","11196","Gaurella","0","","0"
"5148","11836","Gauri Bazar","0","","0"
"5149","8176","Gauribidanur","0","","0"
"5150","11250","Gauriganj","0","","0"
"5151","6996","Gaurikund","0","","0"
"5152","16934","Gauriphanta (uttar Pradesh)","0","","0"
"5153","4865","Gauripur","0","","0"
"5154","8912","Gaurisagar","0","","0"
"5155","11331","Gautampura (madhya Pradesh)","0","","0"
"5156","10695","Gavade Ambere","0","","0"
"5157","2102","Gavadka","0","","0"
"5158","1391","Gavan","0","","0"
"5159","13698","Gavarlapalem","0","","0"
"5160","10742","Gavasen","0","","0"
"5161","8320","Gavhan (kavathe Mahankal)","0","","0"
"5162","21591","Gavli Palasia  (Madhya Pradesh)","0","","0"
"5163","21742","Gavrai (Maharashtra)","0","","0"
"5164","1052","Gawan,jharkhand","0","","0"
"5165","14852","Gawane, Goa ","0","","0"
"5166","1367","Gaya","0","","0"
"5167","17667","Gaya Bodhgaya Tour","0","","0"
"5168","11492","Gayghat","0","","0"
"5169","5412","Gaziyabad","0","","0"
"5170","9284","Gazole","0","","0"
"5171","19163","Gedap (rajasthan)","0","","0"
"5172","2900","Geddanapalli","0","","0"
"5173","8791","Geedam","0","","0"
"5174","10206","Geelund","0","","0"
"5175","21727","Gelarkalan  (Madhya Pradesh)","0","","0"
"5176","12904","Geleki (assam)","0","","0"
"5177","16268","Gelpur (Rajasthan)","0","","0"
"5178","5255","Georai","0","","0"
"5179","9015","Gerabari(bihar)","0","","0"
"5180","10408","Gerasoppa","0","","0"
"5181","8624","Gerua","0","","0"
"5182","8393","Geruapara","0","","0"
"5183","8299","Gerukamukh","0","","0"
"5184","6468","Gerusoppa Falls","0","","0"
"5185","2538","Gevarai","0","","0"
"5186","21826","Gevrai (Maharashtra)","0","","0"
"5187","10180","Gewardha","0","","0"
"5188","15362","Ghadhi, Rajasthan","0","","0"
"5189","13250","Ghaggar, Punjab","0","","0"
"5190","12018","Ghaghas","0","","0"
"5191","15450","Ghaghdi","0","","0"
"5192","6284","Ghahi Gaon","0","","0"
"5193","13124","Ghanahatti","0","","0"
"5194","11795","Ghanahatti","0","","0"
"5195","16773","Ghanauli (punjab)","0","","0"
"5196","8205","Ghandla","0","","0"
"5197","11621","Ghanerao","0","","0"
"5198","10105","Ghanghli","0","","0"
"5199","7119","Ghankheda","0","","0"
"5200","10005","Ghanpur","0","","0"
"5201","9288","Ghansali","0","","0"
"5202","4584","Ghansawangi","0","","0"
"5203","21541","Ghanshyam Nagar (Uttar Pradesh)","0","","0"
"5204","6329","Ghantapada","0","","0"
"5205","13712","Ghantasala (andhra Pradesh)","0","","0"
"5206","17540","Ghantasala (Andhra Pradesh) (Tamil Nadu)","0","","0"
"5207","10623","Ghantiyali","0","","0"
"5208","9709","Ghantiyan","0","","0"
"5209","15822","Ghantvad","0","","0"
"5210","9442","Gharaunda","0","","0"
"5211","7337","Ghargaon","0","","0"
"5212","6630","Gharghoda","0","","0"
"5213","13207","Ghari","0","","0"
"5214","11997","Gharni","0","","0"
"5215","7298","Gharsana","0","","0"
"5216","19165","Ghaseri (rajasthan)","0","","0"
"5217","16194","Ghasoli (Rajasthan)","0","","0"
"5218","2085","Ghat Bamuriya","0","","0"
"5219","16270","Ghata (Rajasthan)","0","","0"
"5220","10412","Ghata Gaon","0","","0"
"5221","9924","Ghatabillod (madhya Pradesh)","0","","0"
"5222","10139","Ghatal","0","","0"
"5223","9024","Ghatampur","0","","0"
"5224","9059","Ghatanji","0","","0"
"5225","4258","Ghatgaon","0","","0"
"5226","5351","Ghathashi","0","","0"
"5227","17200","Ghatigaon (madhya Pradesh)","0","","0"
"5228","2230","Ghatihara","0","","0"
"5229","6068","Ghatiya","0","","0"
"5230","21472","Ghatiyabhana  (Madhya Pradesh)","0","","0"
"5231","21571","Ghatiyabhana (Madhya Pradesh)","0","","0"
"5232","6836","Ghatkopar","0","","0"
"5233","8687","Ghatladki","0","","0"
"5234","21450","Ghatmai  (Madhya Pradesh)","0","","0"
"5235","12603","Ghatnandre","0","","0"
"5236","11926","Ghatnandur","0","","0"
"5237","2471","Ghatol","0","","0"
"5238","8504","Ghatoli","0","","0"
"5239","15333","Ghatoli, Bharatpur","0","","0"
"5240","9928","Ghatprabha (karnataka)","0","","0"
"5241","5005","Ghatshila,jharkhand","0","","0"
"5242","10812","Ghatvad","0","","0"
"5243","19034","Ghawdakhoth","0","","0"
"5244","330","Ghazipur","0","","0"
"5245","2972","Gherdi","0","","0"
"5246","11322","Gheti","0","","0"
